"store_city","store_state","store_type","store_sales_in_millions"
"Portland","OR","Supermarket",12.76
"Salem","OR","Deluxe Supermarket",12.76
"Seattle","WA","Supermarket",12.76
"Spokane","WA","Supermarket",12.76
"Tacoma","WA","Deluxe Supermarket",12.76
"Vancouver","BC","Deluxe Supermarket",12.76
"Bremerton","WA","Supermarket",12.8
"Camacho","Zacatecas","Gourmet Supermarket",12.8
"Hidalgo","Zacatecas","Deluxe Supermarket",12.8
"Hidalgo","Zacatecas","Mid-Size Grocery",12.8
"Los Angeles","CA","Supermarket",12.8
"Merida","Yucatan","Deluxe Supermarket",12.8
"Mexico City","DF","Mid-Size Grocery",12.8
"Portland","OR","Supermarket",12.8
"Salem","OR","Deluxe Supermarket",12.8
"Seattle","WA","Supermarket",12.8
"Spokane","WA","Supermarket",12.8
"Tacoma","WA","Deluxe Supermarket",12.8
"Vancouver","BC","Deluxe Supermarket",12.8
"Acapulco","Guerrero","Supermarket",12.84
"Beverly Hills","CA","Gourmet Supermarket",12.84
"Bremerton","WA","Supermarket",12.84
"Camacho","Zacatecas","Gourmet Supermarket",12.84
"Hidalgo","Zacatecas","Deluxe Supermarket",12.84
"Los Angeles","CA","Supermarket",12.84
"Merida","Yucatan","Deluxe Supermarket",12.84
"Mexico City","DF","Mid-Size Grocery",12.84
"Orizaba","Veracruz","Supermarket",12.84
"Portland","OR","Supermarket",12.84
"Salem","OR","Deluxe Supermarket",12.84
"Seattle","WA","Supermarket",12.84
"Spokane","WA","Supermarket",12.84
"Tacoma","WA","Deluxe Supermarket",12.84
"Vancouver","BC","Deluxe Supermarket",12.84
"Camacho","Zacatecas","Gourmet Supermarket",12.85
"Hidalgo","Zacatecas","Deluxe Supermarket",12.85
"Merida","Yucatan","Deluxe Supermarket",12.85
"Seattle","WA","Supermarket",12.85
"Vancouver","BC","Deluxe Supermarket",12.85
"Bremerton","WA","Supermarket",12.88
"Camacho","Zacatecas","Gourmet Supermarket",12.88
"Hidalgo","Zacatecas","Deluxe Supermarket",12.88
"Mexico City","DF","Mid-Size Grocery",12.88
"Orizaba","Veracruz","Supermarket",12.88
"Portland","OR","Supermarket",12.88
"Salem","OR","Deluxe Supermarket",12.88
"Tacoma","WA","Deluxe Supermarket",12.88
"Bremerton","WA","Supermarket",12.9
"Orizaba","Veracruz","Supermarket",12.9
"Portland","OR","Supermarket",12.9
"Salem","OR","Deluxe Supermarket",12.9
"Seattle","WA","Supermarket",12.9
"Spokane","WA","Supermarket",12.9
"Tacoma","WA","Deluxe Supermarket",12.9
"Vancouver","BC","Deluxe Supermarket",12.9
"Beverly Hills","CA","Gourmet Supermarket",12.92
"Hidalgo","Zacatecas","Deluxe Supermarket",12.92
"Orizaba","Veracruz","Supermarket",12.92
"Portland","OR","Supermarket",12.92
"Seattle","WA","Supermarket",12.92
"Tacoma","WA","Deluxe Supermarket",12.92
"Beverly Hills","CA","Gourmet Supermarket",12.95
"Hidalgo","Zacatecas","Deluxe Supermarket",12.95
"Los Angeles","CA","Supermarket",12.95
"Mexico City","DF","Mid-Size Grocery",12.95
"Orizaba","Veracruz","Supermarket",12.95
"Portland","OR","Supermarket",12.95
"Seattle","WA","Supermarket",12.95
"Spokane","WA","Supermarket",12.95
"Tacoma","WA","Deluxe Supermarket",12.95
"Beverly Hills","CA","Gourmet Supermarket",12.96
"Bremerton","WA","Supermarket",12.96
"Hidalgo","Zacatecas","Deluxe Supermarket",12.96
"Hidalgo","Zacatecas","Mid-Size Grocery",12.96
"Los Angeles","CA","Supermarket",12.96
"Merida","Yucatan","Deluxe Supermarket",12.96
"Mexico City","DF","Mid-Size Grocery",12.96
"Portland","OR","Supermarket",12.96
"Salem","OR","Deluxe Supermarket",12.96
"Seattle","WA","Supermarket",12.96
"Spokane","WA","Supermarket",12.96
"Tacoma","WA","Deluxe Supermarket",12.96
"Vancouver","BC","Deluxe Supermarket",12.96
"Victoria","BC","Mid-Size Grocery",12.96
"Acapulco","Guerrero","Supermarket",13
"Beverly Hills","CA","Gourmet Supermarket",13
"Bremerton","WA","Supermarket",13
"Hidalgo","Zacatecas","Deluxe Supermarket",13
"Merida","Yucatan","Deluxe Supermarket",13
"Mexico City","DF","Mid-Size Grocery",13
"Portland","OR","Supermarket",13
"Salem","OR","Deluxe Supermarket",13
"Seattle","WA","Supermarket",13
"Spokane","WA","Supermarket",13
"Tacoma","WA","Deluxe Supermarket",13
"Victoria","BC","Mid-Size Grocery",13
"Acapulco","Guerrero","Supermarket",13.04
"Beverly Hills","CA","Gourmet Supermarket",13.04
"Bremerton","WA","Supermarket",13.04
"Hidalgo","Zacatecas","Deluxe Supermarket",13.04
"Los Angeles","CA","Supermarket",13.04
"Mexico City","DF","Mid-Size Grocery",13.04
"Portland","OR","Supermarket",13.04
"Salem","OR","Deluxe Supermarket",13.04
"Seattle","WA","Supermarket",13.04
"Spokane","WA","Supermarket",13.04
"Tacoma","WA","Deluxe Supermarket",13.04
"Vancouver","BC","Deluxe Supermarket",13.04
"Acapulco","Guerrero","Supermarket",13.05
"Beverly Hills","CA","Gourmet Supermarket",13.05
"Camacho","Zacatecas","Gourmet Supermarket",13.05
"Orizaba","Veracruz","Supermarket",13.05
"Spokane","WA","Supermarket",13.05
"Vancouver","BC","Deluxe Supermarket",13.05
"Acapulco","Guerrero","Supermarket",13.08
"Beverly Hills","CA","Gourmet Supermarket",13.08
"Bremerton","WA","Supermarket",13.08
"Camacho","Zacatecas","Gourmet Supermarket",13.08
"Hidalgo","Zacatecas","Deluxe Supermarket",13.08
"Los Angeles","CA","Supermarket",13.08
"Merida","Yucatan","Deluxe Supermarket",13.08
"Mexico City","DF","Mid-Size Grocery",13.08
"Orizaba","Veracruz","Supermarket",13.08
"Portland","OR","Supermarket",13.08
"Salem","OR","Deluxe Supermarket",13.08
"Seattle","WA","Supermarket",13.08
"Spokane","WA","Supermarket",13.08
"Tacoma","WA","Deluxe Supermarket",13.08
"Vancouver","BC","Deluxe Supermarket",13.08
"Portland","OR","Supermarket",13.1
"Seattle","WA","Supermarket",13.1
"Victoria","BC","Mid-Size Grocery",13.1
"Beverly Hills","CA","Gourmet Supermarket",13.12
"Bremerton","WA","Supermarket",13.12
"Camacho","Zacatecas","Gourmet Supermarket",13.12
"Los Angeles","CA","Supermarket",13.12
"Merida","Yucatan","Deluxe Supermarket",13.12
"Portland","OR","Supermarket",13.12
"Seattle","WA","Supermarket",13.12
"Spokane","WA","Supermarket",13.12
"Tacoma","WA","Deluxe Supermarket",13.12
"Hidalgo","Zacatecas","Deluxe Supermarket",13.15
"Los Angeles","CA","Supermarket",13.15
"Mexico City","DF","Mid-Size Grocery",13.15
"Portland","OR","Supermarket",13.15
"Salem","OR","Deluxe Supermarket",13.15
"Spokane","WA","Supermarket",13.15
"Vancouver","BC","Deluxe Supermarket",13.15
"Acapulco","Guerrero","Supermarket",13.16
"Beverly Hills","CA","Gourmet Supermarket",13.16
"Camacho","Zacatecas","Gourmet Supermarket",13.16
"Hidalgo","Zacatecas","Mid-Size Grocery",13.16
"Los Angeles","CA","Supermarket",13.16
"Merida","Yucatan","Deluxe Supermarket",13.16
"Mexico City","DF","Mid-Size Grocery",13.16
"Orizaba","Veracruz","Supermarket",13.16
"Portland","OR","Supermarket",13.16
"Salem","OR","Deluxe Supermarket",13.16
"Seattle","WA","Supermarket",13.16
"Spokane","WA","Supermarket",13.16
"Tacoma","WA","Deluxe Supermarket",13.16
"Vancouver","BC","Deluxe Supermarket",13.16
"Bremerton","WA","Supermarket",13.2
"Los Angeles","CA","Supermarket",13.2
"Merida","Yucatan","Deluxe Supermarket",13.2
"Tacoma","WA","Deluxe Supermarket",13.2
"Acapulco","Guerrero","Supermarket",13.24
"Beverly Hills","CA","Gourmet Supermarket",13.24
"Camacho","Zacatecas","Gourmet Supermarket",13.24
"Hidalgo","Zacatecas","Deluxe Supermarket",13.24
"Los Angeles","CA","Supermarket",13.24
"Merida","Yucatan","Deluxe Supermarket",13.24
"Orizaba","Veracruz","Supermarket",13.24
"Portland","OR","Supermarket",13.24
"Salem","OR","Deluxe Supermarket",13.24
"Seattle","WA","Supermarket",13.24
"Spokane","WA","Supermarket",13.24
"Vancouver","BC","Deluxe Supermarket",13.24
"Victoria","BC","Mid-Size Grocery",13.24
"Beverly Hills","CA","Gourmet Supermarket",13.25
"Bremerton","WA","Supermarket",13.25
"Merida","Yucatan","Deluxe Supermarket",13.25
"Orizaba","Veracruz","Supermarket",13.25
"Salem","OR","Deluxe Supermarket",13.25
"Seattle","WA","Supermarket",13.25
"Tacoma","WA","Deluxe Supermarket",13.25
"Vancouver","BC","Deluxe Supermarket",13.25
"Acapulco","Guerrero","Supermarket",13.28
"Beverly Hills","CA","Gourmet Supermarket",13.28
"Bremerton","WA","Supermarket",13.28
"Camacho","Zacatecas","Gourmet Supermarket",13.28
"Hidalgo","Zacatecas","Deluxe Supermarket",13.28
"Hidalgo","Zacatecas","Mid-Size Grocery",13.28
"Los Angeles","CA","Supermarket",13.28
"Merida","Yucatan","Deluxe Supermarket",13.28
"Orizaba","Veracruz","Supermarket",13.28
"Portland","OR","Supermarket",13.28
"Salem","OR","Deluxe Supermarket",13.28
"Seattle","WA","Supermarket",13.28
"Spokane","WA","Supermarket",13.28
"Tacoma","WA","Deluxe Supermarket",13.28
"Vancouver","BC","Deluxe Supermarket",13.28
"Bremerton","WA","Supermarket",13.3
"Hidalgo","Zacatecas","Deluxe Supermarket",13.3
"Merida","Yucatan","Deluxe Supermarket",13.3
"Mexico City","DF","Mid-Size Grocery",13.3
"Acapulco","Guerrero","Supermarket",13.32
"Beverly Hills","CA","Gourmet Supermarket",13.32
"Bremerton","WA","Supermarket",13.32
"Hidalgo","Zacatecas","Deluxe Supermarket",13.32
"Hidalgo","Zacatecas","Mid-Size Grocery",13.32
"Merida","Yucatan","Deluxe Supermarket",13.32
"Mexico City","DF","Mid-Size Grocery",13.32
"Orizaba","Veracruz","Supermarket",13.32
"Portland","OR","Supermarket",13.32
"Salem","OR","Deluxe Supermarket",13.32
"Seattle","WA","Supermarket",13.32
"Spokane","WA","Supermarket",13.32
"Tacoma","WA","Deluxe Supermarket",13.32
"Vancouver","BC","Deluxe Supermarket",13.32
"Victoria","BC","Mid-Size Grocery",13.32
"Camacho","Zacatecas","Gourmet Supermarket",13.35
"Merida","Yucatan","Deluxe Supermarket",13.35
"Portland","OR","Supermarket",13.35
"Salem","OR","Deluxe Supermarket",13.35
"Seattle","WA","Supermarket",13.35
"Spokane","WA","Supermarket",13.35
"Beverly Hills","CA","Gourmet Supermarket",13.36
"Bremerton","WA","Supermarket",13.36
"Hidalgo","Zacatecas","Deluxe Supermarket",13.36
"Hidalgo","Zacatecas","Mid-Size Grocery",13.36
"Los Angeles","CA","Supermarket",13.36
"Merida","Yucatan","Deluxe Supermarket",13.36
"Orizaba","Veracruz","Supermarket",13.36
"Portland","OR","Supermarket",13.36
"Salem","OR","Deluxe Supermarket",13.36
"Seattle","WA","Supermarket",13.36
"Spokane","WA","Supermarket",13.36
"Tacoma","WA","Deluxe Supermarket",13.36
"Vancouver","BC","Deluxe Supermarket",13.36
"Beverly Hills","CA","Gourmet Supermarket",13.4
"Hidalgo","Zacatecas","Deluxe Supermarket",13.4
"Hidalgo","Zacatecas","Mid-Size Grocery",13.4
"Merida","Yucatan","Deluxe Supermarket",13.4
"Portland","OR","Supermarket",13.4
"Spokane","WA","Supermarket",13.4
"Tacoma","WA","Deluxe Supermarket",13.4
"Acapulco","Guerrero","Supermarket",13.44
"Beverly Hills","CA","Gourmet Supermarket",13.44
"Bremerton","WA","Supermarket",13.44
"Camacho","Zacatecas","Gourmet Supermarket",13.44
"Hidalgo","Zacatecas","Deluxe Supermarket",13.44
"Los Angeles","CA","Supermarket",13.44
"Merida","Yucatan","Deluxe Supermarket",13.44
"Orizaba","Veracruz","Supermarket",13.44
"Portland","OR","Supermarket",13.44
"Salem","OR","Deluxe Supermarket",13.44
"Seattle","WA","Supermarket",13.44
"Spokane","WA","Supermarket",13.44
"Tacoma","WA","Deluxe Supermarket",13.44
"Vancouver","BC","Deluxe Supermarket",13.44
"Victoria","BC","Mid-Size Grocery",13.44
"Beverly Hills","CA","Gourmet Supermarket",13.45
"Portland","OR","Supermarket",13.45
"Tacoma","WA","Deluxe Supermarket",13.45
"Acapulco","Guerrero","Supermarket",13.48
"Beverly Hills","CA","Gourmet Supermarket",13.48
"Bremerton","WA","Supermarket",13.48
"Hidalgo","Zacatecas","Deluxe Supermarket",13.48
"Los Angeles","CA","Supermarket",13.48
"Merida","Yucatan","Deluxe Supermarket",13.48
"Mexico City","DF","Mid-Size Grocery",13.48
"Orizaba","Veracruz","Supermarket",13.48
"Portland","OR","Supermarket",13.48
"Salem","OR","Deluxe Supermarket",13.48
"Spokane","WA","Supermarket",13.48
"Tacoma","WA","Deluxe Supermarket",13.48
"Vancouver","BC","Deluxe Supermarket",13.48
"Camacho","Zacatecas","Gourmet Supermarket",13.5
"Hidalgo","Zacatecas","Deluxe Supermarket",13.5
"Los Angeles","CA","Supermarket",13.5
"Portland","OR","Supermarket",13.5
"Salem","OR","Deluxe Supermarket",13.5
"Tacoma","WA","Deluxe Supermarket",13.5
"Acapulco","Guerrero","Supermarket",13.52
"Beverly Hills","CA","Gourmet Supermarket",13.52
"Bremerton","WA","Supermarket",13.52
"Camacho","Zacatecas","Gourmet Supermarket",13.52
"Hidalgo","Zacatecas","Deluxe Supermarket",13.52
"Hidalgo","Zacatecas","Mid-Size Grocery",13.52
"Los Angeles","CA","Supermarket",13.52
"Merida","Yucatan","Deluxe Supermarket",13.52
"Mexico City","DF","Mid-Size Grocery",13.52
"Orizaba","Veracruz","Supermarket",13.52
"Portland","OR","Supermarket",13.52
"Salem","OR","Deluxe Supermarket",13.52
"Seattle","WA","Supermarket",13.52
"Spokane","WA","Supermarket",13.52
"Tacoma","WA","Deluxe Supermarket",13.52
"Vancouver","BC","Deluxe Supermarket",13.52
"Bremerton","WA","Supermarket",13.55
"Portland","OR","Supermarket",13.55
"Salem","OR","Deluxe Supermarket",13.55
"Spokane","WA","Supermarket",13.55
"Tacoma","WA","Deluxe Supermarket",13.55
"Vancouver","BC","Deluxe Supermarket",13.55
"Acapulco","Guerrero","Supermarket",13.56
"Beverly Hills","CA","Gourmet Supermarket",13.56
"Bremerton","WA","Supermarket",13.56
"Camacho","Zacatecas","Gourmet Supermarket",13.56
"Hidalgo","Zacatecas","Deluxe Supermarket",13.56
"Los Angeles","CA","Supermarket",13.56
"Merida","Yucatan","Deluxe Supermarket",13.56
"Mexico City","DF","Mid-Size Grocery",13.56
"Orizaba","Veracruz","Supermarket",13.56
"Portland","OR","Supermarket",13.56
"Salem","OR","Deluxe Supermarket",13.56
"Seattle","WA","Supermarket",13.56
"Spokane","WA","Supermarket",13.56
"Tacoma","WA","Deluxe Supermarket",13.56
"Vancouver","BC","Deluxe Supermarket",13.56
"Victoria","BC","Mid-Size Grocery",13.56
"Acapulco","Guerrero","Supermarket",13.6
"Beverly Hills","CA","Gourmet Supermarket",13.6
"Bremerton","WA","Supermarket",13.6
"Hidalgo","Zacatecas","Deluxe Supermarket",13.6
"Hidalgo","Zacatecas","Mid-Size Grocery",13.6
"Los Angeles","CA","Supermarket",13.6
"Merida","Yucatan","Deluxe Supermarket",13.6
"Mexico City","DF","Mid-Size Grocery",13.6
"Portland","OR","Supermarket",13.6
"Salem","OR","Deluxe Supermarket",13.6
"Seattle","WA","Supermarket",13.6
"Spokane","WA","Supermarket",13.6
"Tacoma","WA","Deluxe Supermarket",13.6
"Vancouver","BC","Deluxe Supermarket",13.6
"Victoria","BC","Mid-Size Grocery",13.6
"Beverly Hills","CA","Gourmet Supermarket",13.65
"Portland","OR","Supermarket",13.65
"Seattle","WA","Supermarket",13.65
"Tacoma","WA","Deluxe Supermarket",13.65
"Beverly Hills","CA","Gourmet Supermarket",13.68
"Camacho","Zacatecas","Gourmet Supermarket",13.68
"Hidalgo","Zacatecas","Mid-Size Grocery",13.68
"Los Angeles","CA","Supermarket",13.68
"Merida","Yucatan","Deluxe Supermarket",13.68
"Portland","OR","Supermarket",13.68
"Salem","OR","Deluxe Supermarket",13.68
"Seattle","WA","Supermarket",13.68
"Spokane","WA","Supermarket",13.68
"Tacoma","WA","Deluxe Supermarket",13.68
"Beverly Hills","CA","Gourmet Supermarket",13.7
"Los Angeles","CA","Supermarket",13.7
"Merida","Yucatan","Deluxe Supermarket",13.7
"Portland","OR","Supermarket",13.7
"Tacoma","WA","Deluxe Supermarket",13.7
"Vancouver","BC","Deluxe Supermarket",13.7
"Acapulco","Guerrero","Supermarket",13.72
"Beverly Hills","CA","Gourmet Supermarket",13.72
"Bremerton","WA","Supermarket",13.72
"Camacho","Zacatecas","Gourmet Supermarket",13.72
"Hidalgo","Zacatecas","Deluxe Supermarket",13.72
"Hidalgo","Zacatecas","Mid-Size Grocery",13.72
"Los Angeles","CA","Supermarket",13.72
"Merida","Yucatan","Deluxe Supermarket",13.72
"Mexico City","DF","Mid-Size Grocery",13.72
"Orizaba","Veracruz","Supermarket",13.72
"Portland","OR","Supermarket",13.72
"Salem","OR","Deluxe Supermarket",13.72
"Seattle","WA","Supermarket",13.72
"Spokane","WA","Supermarket",13.72
"Tacoma","WA","Deluxe Supermarket",13.72
"Vancouver","BC","Deluxe Supermarket",13.72
"Mexico City","DF","Mid-Size Grocery",13.75
"Orizaba","Veracruz","Supermarket",13.75
"Portland","OR","Supermarket",13.75
"Salem","OR","Deluxe Supermarket",13.75
"Vancouver","BC","Deluxe Supermarket",13.75
"Acapulco","Guerrero","Supermarket",13.76
"Beverly Hills","CA","Gourmet Supermarket",13.76
"Bremerton","WA","Supermarket",13.76
"Camacho","Zacatecas","Gourmet Supermarket",13.76
"Hidalgo","Zacatecas","Deluxe Supermarket",13.76
"Los Angeles","CA","Supermarket",13.76
"Merida","Yucatan","Deluxe Supermarket",13.76
"Orizaba","Veracruz","Supermarket",13.76
"Portland","OR","Supermarket",13.76
"Salem","OR","Deluxe Supermarket",13.76
"Seattle","WA","Supermarket",13.76
"Spokane","WA","Supermarket",13.76
"Tacoma","WA","Deluxe Supermarket",13.76
"Vancouver","BC","Deluxe Supermarket",13.76
"Acapulco","Guerrero","Supermarket",13.8
"Beverly Hills","CA","Gourmet Supermarket",13.8
"Bremerton","WA","Supermarket",13.8
"Camacho","Zacatecas","Gourmet Supermarket",13.8
"Hidalgo","Zacatecas","Deluxe Supermarket",13.8
"Los Angeles","CA","Supermarket",13.8
"Merida","Yucatan","Deluxe Supermarket",13.8
"Mexico City","DF","Mid-Size Grocery",13.8
"Orizaba","Veracruz","Supermarket",13.8
"Portland","OR","Supermarket",13.8
"Salem","OR","Deluxe Supermarket",13.8
"Seattle","WA","Supermarket",13.8
"Spokane","WA","Supermarket",13.8
"Tacoma","WA","Deluxe Supermarket",13.8
"Vancouver","BC","Deluxe Supermarket",13.8
"Victoria","BC","Mid-Size Grocery",13.8
"Acapulco","Guerrero","Supermarket",13.84
"Beverly Hills","CA","Gourmet Supermarket",13.84
"Bremerton","WA","Supermarket",13.84
"Hidalgo","Zacatecas","Deluxe Supermarket",13.84
"Los Angeles","CA","Supermarket",13.84
"Merida","Yucatan","Deluxe Supermarket",13.84
"Orizaba","Veracruz","Supermarket",13.84
"Portland","OR","Supermarket",13.84
"Salem","OR","Deluxe Supermarket",13.84
"Seattle","WA","Supermarket",13.84
"Spokane","WA","Supermarket",13.84
"Tacoma","WA","Deluxe Supermarket",13.84
"Vancouver","BC","Deluxe Supermarket",13.84
"Victoria","BC","Mid-Size Grocery",13.84
"Acapulco","Guerrero","Supermarket",13.85
"Beverly Hills","CA","Gourmet Supermarket",13.85
"Bremerton","WA","Supermarket",13.85
"Merida","Yucatan","Deluxe Supermarket",13.85
"Spokane","WA","Supermarket",13.85
"Vancouver","BC","Deluxe Supermarket",13.85
"Acapulco","Guerrero","Supermarket",13.88
"Hidalgo","Zacatecas","Deluxe Supermarket",13.88
"Los Angeles","CA","Supermarket",13.88
"Mexico City","DF","Mid-Size Grocery",13.88
"Portland","OR","Supermarket",13.88
"Seattle","WA","Supermarket",13.88
"Vancouver","BC","Deluxe Supermarket",13.88
"Acapulco","Guerrero","Supermarket",13.9
"Beverly Hills","CA","Gourmet Supermarket",13.9
"Portland","OR","Supermarket",13.9
"Salem","OR","Deluxe Supermarket",13.9
"Seattle","WA","Supermarket",13.9
"Tacoma","WA","Deluxe Supermarket",13.9
"Bremerton","WA","Supermarket",13.92
"Hidalgo","Zacatecas","Deluxe Supermarket",13.92
"Los Angeles","CA","Supermarket",13.92
"Merida","Yucatan","Deluxe Supermarket",13.92
"Portland","OR","Supermarket",13.92
"Salem","OR","Deluxe Supermarket",13.92
"Seattle","WA","Supermarket",13.92
"Tacoma","WA","Deluxe Supermarket",13.92
"Seattle","WA","Supermarket",13.95
"Acapulco","Guerrero","Supermarket",13.96
"Beverly Hills","CA","Gourmet Supermarket",13.96
"Bremerton","WA","Supermarket",13.96
"Camacho","Zacatecas","Gourmet Supermarket",13.96
"Hidalgo","Zacatecas","Deluxe Supermarket",13.96
"Los Angeles","CA","Supermarket",13.96
"Merida","Yucatan","Deluxe Supermarket",13.96
"Mexico City","DF","Mid-Size Grocery",13.96
"Portland","OR","Supermarket",13.96
"Salem","OR","Deluxe Supermarket",13.96
"Seattle","WA","Supermarket",13.96
"Spokane","WA","Supermarket",13.96
"Tacoma","WA","Deluxe Supermarket",13.96
"Vancouver","BC","Deluxe Supermarket",13.96
"Acapulco","Guerrero","Supermarket",14
"Beverly Hills","CA","Gourmet Supermarket",14
"Bremerton","WA","Supermarket",14
"Camacho","Zacatecas","Gourmet Supermarket",14
