promotion_name,media_type,cost,store_sales_in_millions,store_cost_in_millions,unit_sales_in_millions
Money Savers,"Sunday Paper, Radio, TV",82.61,3.82,1.4516,2
Save-It Sale,"Daily Paper, Radio",64.84,3.72,1.1532,4
You Save Days,Sunday Paper,51.27,3.32,1.1952,4
Money Savers,"Sunday Paper, Radio, TV",82.61,7.38,2.6568,3
Price Cutters,Cash Register Handout,145.52,7.38,3.5424,3
Go For It,Radio,105.74,11.64,5.4708,4
Price Destroyers,"Sunday Paper, Radio",115.05,5.55,1.998,3
Two for One,Product Attachment,106.2,8.76,4.2048,4
Shelf Clearing Days,Sunday Paper,106.1,2.04,0.6528,4
Price Winners,"Daily Paper, Radio",128.67,3.84,1.4592,2
Savings Galore,"Sunday Paper, Radio",105.26,1.66,0.6474,2
Price Cutters,Radio,133.99,1.91,0.7449,1
Money Savers,Radio,119.55,2.92,1.2848,1
Three for One,Cash Register Handout,136.43,4.38,2.1024,2
Bye Bye Baby,"Sunday Paper, Radio, TV",95.28,8.76,3.1536,3
Price Savers,"Sunday Paper, Radio",80.29,6.48,2.8512,4
I Cant Believe It Sale,Product Attachment,69.47,4.86,1.7982,3
I Cant Believe It Sale,Product Attachment,69.47,8.91,4.1877,3
Save-It Sale,Radio,144.38,8.91,3.9204,3
High Roller Savings,"Daily Paper, Radio",84.16,8.91,3.7422,3
Free For All,Product Attachment,143.83,11.88,3.564,4
I Cant Believe It Sale,Product Attachment,69.47,5.52,2.6496,2
Tip Top Savings,"Daily Paper, Radio, TV",54.9,7.98,2.9526,3
Cash Register Lottery,"Daily Paper, Radio",59.86,8.91,3.4749,3
High Roller Savings,"Daily Paper, Radio",84.16,11.04,5.4096,4
Big Time Savings,Radio,53.45,5.94,1.9008,2
Price Slashers,"Sunday Paper, Radio, TV",54.11,8.91,3.9204,3
Green Light Days,Daily Paper,66.27,11.88,5.5836,4
I Cant Believe It Sale,Product Attachment,69.47,8.91,3.4749,3
I Cant Believe It Sale,Product Attachment,69.47,3.98,1.9104,2
I Cant Believe It Sale,Product Attachment,69.47,5.94,2.6136,2
Cash Register Lottery,"Daily Paper, Radio",59.86,5.52,2.7048,2
Cash Register Lottery,In-Store Coupon,95.78,5.52,1.9872,2
Sales Galore,Product Attachment,149.08,8.28,2.6496,3
Price Savers,"Sunday Paper, Radio",111.7,4.86,1.5552,3
Double Down Sale,TV,95.74,8.91,3.564,3
Two Day Sale,Daily Paper,103.65,3.98,1.791,2
Two Day Sale,Daily Paper,103.65,11.04,5.4096,4
Double Down Sale,TV,95.74,7.98,2.6334,3
Bag Stuffers,Daily Paper,70.32,6.48,2.6568,4
Weekend Markdown,In-Store Coupon,73.05,5.97,2.2089,3
Tip Top Savings,Street Handout,142.58,8.28,3.8916,3
Save-It Sale,Sunday Paper,139.37,3.98,1.5124,2
Two Day Sale,Daily Paper,103.65,8.91,4.0986,3
Price Savers,"Sunday Paper, Radio",111.7,8.28,2.9808,3
Dollar Cutters,"Sunday Paper, Radio",136.74,5.97,2.1492,3
Weekend Markdown,"Daily Paper, Radio",69.63,5.52,1.7112,2
Weekend Markdown,"Daily Paper, Radio",69.63,4.86,2.2356,3
Two Day Sale,Radio,91.28,11.88,4.5144,4
Big Time Savings,In-Store Coupon,135.8,10.64,4.5752,4
Price Slashers,"Sunday Paper, Radio, TV",100.44,4.86,2.187,3
Weekend Markdown,"Daily Paper, Radio",69.63,5.52,2.6496,2
Two Day Sale,Radio,91.28,3.24,1.1664,2
Big Promo,Cash Register Handout,123.88,8.91,3.0294,3
Weekend Markdown,"Daily Paper, Radio",69.63,7.98,3.1122,3
Weekend Markdown,Sunday Paper,133.6,11.88,4.0392,4
Double Down Sale,Street Handout,59.19,7.98,2.9526,3
Big Promo,Cash Register Handout,123.88,4.86,2.0412,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,10.64,4.788,4
Double Your Savings,Radio,94.43,5.32,2.128,2
Unbeatable Price Savers,Bulk Mail,66.78,8.91,3.3858,3
Dollar Cutters,Street Handout,131.46,7.98,2.7132,3
Weekend Markdown,"Daily Paper, Radio",69.63,5.97,1.9104,3
Price Slashers,"Sunday Paper, Radio, TV",100.44,10.64,4.0432,4
Double Your Savings,Radio,94.43,6.48,2.0088,4
Green Light Days,Street Handout,133.42,10.64,3.5112,4
Green Light Days,Street Handout,133.42,7.98,3.4314,3
Super Savers,"Sunday Paper, Radio",64.99,3.98,1.8706,2
Save-It Sale,"Daily Paper, Radio, TV",89.37,5.97,2.5671,3
Two for One,Bulk Mail,86.42,5.97,2.388,3
Wallet Savers,"Sunday Paper, Radio, TV",79.95,4.86,2.187,3
Super Savers,"Sunday Paper, Radio",64.99,10.64,4.788,4
Price Winners,"Daily Paper, Radio",114.6,11.88,4.752,4
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,5.32,1.9152,2
Sales Days,Bulk Mail,116.74,4.86,2.3328,3
Go For It,Street Handout,97.45,4.86,2.0412,3
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,4.86,1.6524,3
High Roller Savings,Daily Paper,101.84,4.86,1.458,3
Weekend Markdown,Street Handout,53.37,3.24,1.296,2
Price Destroyers,TV,135.92,4.86,2.187,3
You Save Days,Bulk Mail,131.81,6.48,2.0736,4
Save-It Sale,Daily Paper,81.79,3.98,1.4726,2
You Save Days,Bulk Mail,131.81,5.52,2.0976,2
Savings Galore,"Sunday Paper, Radio, TV",61.65,7.96,2.9452,4
Price Destroyers,TV,135.92,8.91,2.9403,3
Dollar Cutters,Bulk Mail,141.26,5.97,2.5671,3
Dollar Cutters,Bulk Mail,141.26,7.98,3.7506,3
Price Savers,Cash Register Handout,128.2,8.28,3.6432,3
You Save Days,Bulk Mail,131.81,3.24,1.4904,2
Price Savers,Cash Register Handout,128.2,7.98,2.9526,3
Sale Winners,In-Store Coupon,147.35,8.91,4.2768,3
High Roller Savings,Daily Paper,101.84,5.52,2.1528,2
Big Time Discounts,"Daily Paper, Radio, TV",146.41,4.86,2.2356,3
Double Down Sale,Daily Paper,55.96,11.88,5.94,4
You Save Days,Bulk Mail,131.81,10.64,3.5112,4
Price Cutters,Product Attachment,129.2,4.86,2.3814,3
High Roller Savings,"Sunday Paper, Radio, TV",95.55,11.88,4.158,4
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,8.91,4.0095,3
Shelf Clearing Days,"Sunday Paper, Radio, TV",101.96,5.97,2.5074,3
Sales Galore,Bulk Mail,96.55,8.91,4.0986,3
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,5.97,2.5671,3
Sales Galore,TV,106.16,5.32,2.2344,2
Shelf Emptiers,"Daily Paper, Radio, TV",107.89,4.86,2.43,3
High Roller Savings,Daily Paper,101.84,10.64,4.0432,4
Price Cutters,Product Attachment,129.2,10.64,4.8944,4
High Roller Savings,"Sunday Paper, Radio, TV",95.55,5.32,2.128,2
High Roller Savings,Daily Paper,101.84,7.98,2.8728,3
Free For All,Daily Paper,52.06,8.28,2.5668,3
Saving Days,"Daily Paper, Radio",118.36,5.97,1.9701,3
Free For All,"Sunday Paper, Radio",126.24,7.96,2.6268,4
Big Time Discounts,In-Store Coupon,145.6,13.8,4.83,5
Weekend Markdown,Daily Paper,140.57,7.96,3.1044,4
Super Wallet Savers,Cash Register Handout,140.19,5.97,2.2686,3
Unbeatable Price Savers,Product Attachment,124.36,8.91,2.7621,3
Sale Winners,Product Attachment,137.7,5.97,2.3283,3
Weekend Markdown,Street Handout,117.4,4.86,2.1384,3
Weekend Markdown,Daily Paper,140.57,3.24,1.3608,2
Free For All,Daily Paper,52.06,7.98,2.6334,3
Money Savers,Cash Register Handout,53.01,5.97,2.985,3
Big Time Discounts,In-Store Coupon,145.6,6.48,2.7216,4
Saving Days,"Daily Paper, Radio",118.36,11.88,5.1084,4
Weekend Markdown,Daily Paper,140.57,5.97,2.6865,3
Super Wallet Savers,Cash Register Handout,140.19,10.64,4.5752,4
Free For All,Daily Paper,52.06,8.28,3.6432,3
Sale Winners,Product Attachment,137.7,4.86,2.3328,3
Price Savers,Product Attachment,62.27,6.48,2.592,4
You Save Days,TV,108.22,11.04,5.4096,4
Sale Winners,Bulk Mail,108.02,1.62,0.5022,1
Save-It Sale,In-Store Coupon,52.42,1.99,0.9154,1
Fantastic Discounts,"Daily Paper, Radio, TV",120.09,2.76,1.1316,1
Coupon Spectacular,TV,51.47,5.32,2.128,2
Super Duper Savers,Cash Register Handout,129.5,10.64,3.9368,4
Coupon Spectacular,TV,51.47,7.96,3.8208,4
Super Duper Savers,Cash Register Handout,129.5,7.96,3.582,4
You Save Days,Sunday Paper,51.27,8.91,2.7621,3
Green Light Special,In-Store Coupon,123.02,4.86,1.944,3
Price Cutters,Cash Register Handout,145.52,11.04,3.7536,4
Mystery Sale,Bulk Mail,84.97,8.91,3.564,3
Three for One,Sunday Paper,118.25,3.98,1.5124,2
Super Wallet Savers,"Daily Paper, Radio",109.14,5.52,2.6496,2
Three for One,Sunday Paper,118.25,4.86,2.2356,3
Save-It Sale,"Daily Paper, Radio",64.84,7.96,3.184,4
Price Cutters,Sunday Paper,69.42,5.32,2.1812,2
Price Winners,Cash Register Handout,69.24,5.52,2.1528,2
Price Cutters,Radio,133.99,5.94,2.376,2
Sales Galore,"Sunday Paper, Radio, TV",95.65,5.52,2.0424,2
Dimes Off,In-Store Coupon,101.65,2.76,0.828,1
Double Down Sale,Radio,50.79,5.12,2.2016,4
Cash Register Lottery,"Daily Paper, Radio",59.86,2.6,0.962,4
I Cant Believe It Sale,Product Attachment,69.47,2.4,0.96,4
Price Slashers,"Sunday Paper, Radio, TV",54.11,2.4,0.912,4
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,2.68,0.9916,4
Bag Stuffers,"Daily Paper, Radio",126.62,5.52,1.8216,2
Bag Stuffers,"Daily Paper, Radio",126.62,4.76,1.7136,2
Tip Top Savings,"Daily Paper, Radio, TV",54.9,1.2,0.48,2
Price Slashers,"Sunday Paper, Radio, TV",54.11,15.88,5.7168,4
Bag Stuffers,Product Attachment,82.62,5.55,1.776,3
Price Savers,"Sunday Paper, Radio",80.29,6.48,2.6568,4
Save-It Sale,Radio,144.38,5.92,1.9536,4
Tip Top Savings,"Daily Paper, Radio, TV",54.9,3.7,1.147,2
Cash Register Lottery,"Daily Paper, Radio",59.86,9.52,4.76,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,4.44,2.1312,3
One Day Sale,"Daily Paper, Radio, TV",131.75,3.24,1.1016,2
Bag Stuffers,"Daily Paper, Radio",126.62,2.68,1.1256,4
Cash Register Lottery,"Daily Paper, Radio",59.86,6.39,3.0672,3
Price Slashers,"Sunday Paper, Radio, TV",54.11,4.8,2.16,3
Bag Stuffers,"Daily Paper, Radio",126.62,1.84,0.7912,2
Cash Register Lottery,"Daily Paper, Radio",59.86,4.2,1.722,3
Price Savers,"Sunday Paper, Radio",80.29,6.42,3.0816,3
Cash Register Lottery,"Daily Paper, Radio",59.86,1.3,0.442,2
Cash Register Lottery,"Sunday Paper, Radio",123.61,7.98,2.5536,3
Cash Register Lottery,"Sunday Paper, Radio",123.61,2.01,0.7839,3
Cash Register Lottery,"Daily Paper, Radio",59.86,15.88,6.0344,4
Double Down Sale,Radio,50.79,2.4,1.128,4
Save-It Sale,Radio,144.38,3.84,1.344,3
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,1.8,0.558,3
Cash Register Lottery,"Daily Paper, Radio",59.86,5.6,2.128,4
High Roller Savings,"Daily Paper, Radio",84.16,1.95,0.9165,3
Double Down Sale,Radio,50.79,6.42,2.0544,3
Bag Stuffers,"Daily Paper, Radio",126.62,4.86,2.0412,3
Price Slashers,"Sunday Paper, Radio, TV",54.11,7.4,2.22,4
Cash Register Lottery,"Daily Paper, Radio",59.86,5.6,2.632,4
Cash Register Lottery,"Sunday Paper, Radio",123.61,3.24,1.134,2
I Cant Believe It Sale,Product Attachment,69.47,7.98,2.8728,3
Free For All,Product Attachment,143.83,3.68,1.5824,4
Free For All,Product Attachment,143.83,2.4,1.176,4
I Cant Believe It Sale,Product Attachment,69.47,3.7,1.739,2
Save-It Sale,Radio,144.38,5.92,2.1904,4
Double Down Sale,Radio,50.79,9.25,4.44,5
Price Slashers,"Sunday Paper, Radio, TV",54.11,1.59,0.6996,3
Price Savers,"Sunday Paper, Radio",80.29,5.12,1.6384,4
Cash Register Lottery,"Daily Paper, Radio",59.86,3.84,1.6128,3
Price Savers,"Sunday Paper, Radio",80.29,5.32,2.0216,2
Double Down Sale,Radio,50.79,2.12,0.6784,4
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,6.48,2.268,4
Cash Register Lottery,"Daily Paper, Radio",59.86,5.55,2.2755,3
Cash Register Lottery,"Daily Paper, Radio",59.86,2.4,0.984,4
I Cant Believe It Sale,Product Attachment,69.47,8.28,3.2292,3
Double Down Sale,Radio,50.79,7.14,3.0702,3
Bag Stuffers,"Daily Paper, Radio",126.62,8.28,3.2292,3
Big Time Discounts,"Daily Paper, Radio",111.51,5.55,2.7195,3
Big Time Savings,Radio,53.45,3.84,1.8816,3
Cash Register Lottery,"Daily Paper, Radio",59.86,4.28,1.8404,2
Cash Register Lottery,In-Store Coupon,95.78,1.95,0.8775,3
Cash Register Lottery,In-Store Coupon,95.78,3.7,1.739,2
Double Down Sale,Radio,50.79,7.98,3.9102,3
Cash Register Lottery,"Daily Paper, Radio, TV",55.59,15.88,5.2404,4
Big Time Savings,Radio,53.45,5.6,1.736,4
Bag Stuffers,Product Attachment,82.62,4.44,1.3764,3
Cash Register Lottery,In-Store Coupon,95.78,2.12,0.9752,4
Bag Stuffers,"Daily Paper, Radio",126.62,6.48,3.24,4
Cash Register Lottery,In-Store Coupon,95.78,8.28,3.8088,3
Cash Register Lottery,In-Store Coupon,95.78,2.6,0.806,4
Bag Stuffers,Product Attachment,82.62,1.34,0.5628,2
Tip Top Savings,"Daily Paper, Radio, TV",54.9,11.91,4.1685,3
Price Savers,"Sunday Paper, Radio",80.29,2.12,0.8268,4
Double Down Sale,Radio,50.79,1.06,0.4558,2
Tip Top Savings,"Daily Paper, Radio, TV",54.9,6.4,2.048,4
Price Slashers,"Sunday Paper, Radio, TV",54.11,4.2,1.596,3
Super Savers,Cash Register Handout,71.51,11.9,3.689,5
Big Promo,Sunday Paper,51.12,7.94,3.0172,2
Price Winners,In-Store Coupon,94.63,2.68,1.34,4
Bag Stuffers,Daily Paper,70.32,4.44,1.776,3
Price Savers,"Sunday Paper, Radio",111.7,5.52,2.1528,2
Big Promo,Sunday Paper,51.12,8.28,3.6432,3
Super Duper Savers,Sunday Paper,69.65,10.64,4.0432,4
Dollar Cutters,"Sunday Paper, Radio",136.74,8.28,3.2292,3
Double Down Sale,TV,95.74,8.56,3.2528,4
Double Down Sale,TV,95.74,11.0,3.63,4
Price Winners,In-Store Coupon,94.63,8.25,3.3825,3
Free For All,Street Handout,55.18,8.52,3.0672,4
Price Savers,"Sunday Paper, Radio",111.7,7.4,2.812,4
Free For All,In-Store Coupon,109.06,7.0,2.8,5
Price Savers,Street Handout,115.13,8.56,3.424,4
Tip Top Savings,Street Handout,142.58,6.4,2.368,5
Dollar Cutters,"Sunday Paper, Radio",136.74,7.98,2.5536,3
Super Savers,Cash Register Handout,71.51,1.95,0.858,3
Tip Top Savings,Street Handout,142.58,4.86,1.8954,3
Super Duper Savers,Sunday Paper,69.65,2.56,1.2288,2
Big Promo,Sunday Paper,51.12,11.91,5.1213,3
Tip Top Savings,Street Handout,142.58,5.55,2.6085,3
Two for One,Product Attachment,59.83,1.95,0.936,3
Save-It Sale,Sunday Paper,139.37,8.25,3.135,3
Free For All,In-Store Coupon,109.06,6.42,2.3754,3
Bag Stuffers,Daily Paper,70.32,8.56,3.6808,4
Price Savers,"Sunday Paper, Radio",111.7,6.4,3.008,4
Big Promo,Sunday Paper,51.12,2.4,1.032,4
Save-It Sale,Sunday Paper,139.37,7.98,3.9102,3
Big Promo,Sunday Paper,51.12,6.42,2.5038,3
Dollar Cutters,"Sunday Paper, Radio",136.74,7.14,2.9988,3
Bag Stuffers,Daily Paper,70.32,8.25,3.0525,3
Price Winners,In-Store Coupon,94.63,10.64,4.6816,4
Free For All,In-Store Coupon,109.06,3.68,1.7296,4
Free For All,Street Handout,55.18,11.91,5.4786,3
Dollar Days,"Daily Paper, Radio",138.81,1.3,0.416,2
Price Savers,Street Handout,115.13,1.84,0.6624,2
Dollar Days,"Daily Paper, Radio",138.81,5.6,2.52,4
Super Savers,Cash Register Handout,71.51,2.56,1.024,2
Two for One,Product Attachment,59.83,11.04,3.7536,4
Weekend Markdown,In-Store Coupon,73.05,4.44,1.332,3
Dollar Days,"Daily Paper, Radio",138.81,1.3,0.481,2
Big Promo,Sunday Paper,51.12,3.2,1.216,2
Dollar Days,"Daily Paper, Radio",138.81,2.68,1.1256,4
Three for One,Product Attachment,122.47,3.84,1.344,3
Weekend Markdown,In-Store Coupon,73.05,5.12,1.8944,4
Super Duper Savers,Sunday Paper,69.65,2.56,1.1776,2
Super Duper Savers,Sunday Paper,69.65,5.55,1.9425,3
Double Down Sale,TV,95.74,4.44,1.8648,3
Big Promo,Sunday Paper,51.12,4.28,1.5408,2
Double Down Sale,TV,95.74,3.7,1.147,2
Big Promo,Sunday Paper,51.12,7.14,2.6418,3
Price Winners,In-Store Coupon,94.63,4.2,1.848,3
Double Down Sale,TV,95.74,11.91,3.9303,3
Super Duper Savers,Sunday Paper,69.65,1.95,0.741,3
Price Savers,Street Handout,115.13,8.25,3.5475,3
Price Savers,"Sunday Paper, Radio",111.7,2.6,0.858,4
Save-It Sale,Sunday Paper,139.37,5.55,1.7205,3
Free For All,Street Handout,55.18,10.7,3.531,5
Dollar Cutters,"Sunday Paper, Radio",136.74,3.2,1.376,2
Free For All,In-Store Coupon,109.06,3.2,1.376,2
Big Promo,Sunday Paper,51.12,9.52,4.4744,4
Price Savers,Street Handout,115.13,11.91,4.0494,3
Sales Galore,Product Attachment,149.08,5.6,1.904,4
Saving Days,Street Handout,67.31,7.4,3.626,4
Tip Top Savings,Street Handout,142.58,4.2,1.722,3
Super Duper Savers,Sunday Paper,69.65,4.8,2.064,3
Free For All,In-Store Coupon,109.06,4.8,1.728,3
Double Down Sale,TV,95.74,2.8,1.316,2
Double Down Sale,TV,95.74,2.76,1.2144,3
Super Duper Savers,Daily Paper,91.0,9.52,3.808,4
Bag Stuffers,Daily Paper,70.32,6.42,1.9902,3
Price Savers,"Sunday Paper, Radio",111.7,4.8,1.584,3
Big Promo,Sunday Paper,51.12,6.42,3.0174,3
Two for One,Product Attachment,59.83,10.64,5.32,4
Free For All,Street Handout,55.18,2.12,0.7844,4
Super Duper Savers,Daily Paper,91.0,3.84,1.8816,3
Sales Galore,Product Attachment,149.08,3.7,1.48,2
Double Down Sale,TV,95.74,2.4,0.768,4
Dollar Days,"Daily Paper, Radio",138.81,8.28,3.2292,3
Unbeatable Price Savers,Bulk Mail,66.78,6.42,2.4396,3
Weekend Markdown,"Daily Paper, Radio",69.63,2.56,0.9984,2
Bye Bye Baby,Radio,90.58,1.8,0.774,3
Dollar Cutters,"Daily Paper, Radio, TV",144.18,8.56,2.8248,4
Weekend Markdown,"Daily Paper, Radio",69.63,6.4,2.176,4
Weekend Markdown,"Daily Paper, Radio",69.63,3.2,1.472,2
Weekend Markdown,"Daily Paper, Radio",69.63,3.84,1.6896,3
Savings Galore,Street Handout,138.53,4.28,1.8832,2
Pick Your Savings,In-Store Coupon,83.51,3.2,1.216,2
Savings Galore,Street Handout,138.53,11.91,5.1213,3
Dollar Cutters,Street Handout,131.46,2.56,0.8192,2
Dimes Off,"Daily Paper, Radio",131.58,7.98,3.1122,3
Weekend Markdown,Sunday Paper,133.6,7.14,3.57,3
Dollar Cutters,"Daily Paper, Radio, TV",144.18,6.42,3.1458,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,19.85,7.7415,5
Weekend Markdown,"Daily Paper, Radio",69.63,8.52,3.9192,4
Two Day Sale,Radio,91.28,3.24,1.134,2
Shelf Clearing Days,Radio,99.77,10.64,5.0008,4
Double Down Sale,Street Handout,59.19,4.2,1.386,3
Sales Galore,Bulk Mail,142.45,15.88,6.5108,4
Super Savers,In-Store Coupon,134.66,5.55,2.2755,3
Weekend Markdown,"Daily Paper, Radio",69.63,1.8,0.558,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,3.84,1.8048,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.44,2.0424,3
Big Promo,Cash Register Handout,123.88,1.59,0.6042,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,4.44,1.4208,3
Two Day Sale,Radio,91.28,7.4,3.256,4
Dollar Cutters,"Daily Paper, Radio, TV",144.18,5.32,2.2876,2
Two Day Sale,Radio,91.28,4.28,1.8832,2
Dollar Cutters,Street Handout,131.46,10.64,5.2136,4
Double Your Savings,Radio,94.43,3.84,1.3824,3
Weekend Markdown,"Daily Paper, Radio",69.63,3.84,1.4208,3
Weekend Markdown,Sunday Paper,133.6,5.55,1.776,3
Weekend Markdown,"Daily Paper, Radio",69.63,11.0,3.41,4
Weekend Markdown,"Daily Paper, Radio",69.63,7.0,3.08,5
Weekend Markdown,"Daily Paper, Radio",69.63,4.86,2.0412,3
Best Savings,Street Handout,114.01,5.6,1.96,4
Big Time Savings,In-Store Coupon,135.8,2.01,0.9045,3
Weekend Markdown,"Daily Paper, Radio",69.63,8.28,3.6432,3
Two Day Sale,Radio,91.28,5.12,1.6896,4
Weekend Markdown,"Daily Paper, Radio",69.63,9.52,3.1416,4
Two Day Sale,Radio,91.28,5.92,2.368,4
Sales Galore,Bulk Mail,142.45,4.76,1.7612,2
Pick Your Savings,In-Store Coupon,83.51,6.39,3.1311,3
Savings Galore,Street Handout,138.53,8.28,3.8916,3
Shelf Clearing Days,Radio,99.77,5.12,2.2528,4
Price Slashers,"Sunday Paper, Radio, TV",100.44,1.59,0.5406,3
Sales Galore,"Daily Paper, Radio, TV",145.41,8.25,3.3,3
Two Day Sale,Radio,91.28,5.52,2.5392,2
Unbeatable Price Savers,Bulk Mail,66.78,3.84,1.536,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,3.7,1.295,2
Weekend Markdown,"Daily Paper, Radio",69.63,2.56,0.9472,2
Shelf Clearing Days,Radio,99.77,5.55,1.776,3
Big Promo,Cash Register Handout,123.88,2.01,0.9447,3
Unbeatable Price Savers,"Daily Paper, Radio, TV",137.77,11.91,5.7168,3
Big Time Savings,In-Store Coupon,135.8,3.84,1.152,3
Super Duper Savers,"Sunday Paper, Radio",80.0,4.44,2.1756,3
Double Your Savings,Radio,94.43,1.2,0.516,2
Weekend Markdown,"Daily Paper, Radio",69.63,7.4,2.294,5
Two Day Sale,Radio,91.28,5.55,2.1645,3
Weekend Markdown,"Daily Paper, Radio",69.63,2.4,0.984,4
Unbeatable Price Savers,Bulk Mail,66.78,2.4,0.72,4
Savings Galore,Street Handout,138.53,5.55,2.4975,3
Super Duper Savers,"Sunday Paper, Radio",80.0,2.4,0.816,4
Big Promo,Cash Register Handout,123.88,5.5,1.925,2
Double Down Sale,Street Handout,59.19,5.5,2.035,2
Save-It Sale,"Daily Paper, Radio, TV",89.37,8.25,3.5475,3
Sales Days,Bulk Mail,116.74,4.28,1.5408,2
One Day Sale,In-Store Coupon,93.07,5.12,1.8944,4
Sales Days,Bulk Mail,116.74,5.12,2.3552,4
Green Light Days,Street Handout,133.42,6.42,2.5038,3
Super Savers,"Sunday Paper, Radio",64.99,8.28,3.2292,3
Two for One,"Daily Paper, Radio, TV",57.52,5.55,2.775,3
Green Light Days,Street Handout,133.42,3.2,1.024,2
Super Duper Savers,Daily Paper,100.91,1.95,0.858,3
Tip Top Savings,Bulk Mail,106.66,5.12,2.2016,4
Sales Days,Bulk Mail,116.74,2.01,0.9447,3
Green Light Days,Street Handout,133.42,7.4,3.552,4
Green Light Days,Street Handout,133.42,5.92,2.5456,4
Two for One,"Daily Paper, Radio, TV",57.52,4.2,1.47,3
Super Duper Savers,Daily Paper,100.91,8.28,3.4776,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,2.56,0.9216,2
Sales Days,Bulk Mail,116.74,8.28,2.6496,3
Price Destroyers,"Daily Paper, Radio",62.26,10.7,4.601,5
Sales Days,Bulk Mail,116.74,3.84,1.8432,3
Go For It,Street Handout,97.45,2.01,0.8442,3
One Day Sale,In-Store Coupon,93.07,3.7,1.628,2
Green Light Days,Street Handout,133.42,2.8,1.008,2
Sales Days,Bulk Mail,116.74,2.4,1.152,4
One Day Sale,In-Store Coupon,93.07,1.2,0.396,2
Big Time Discounts,In-Store Coupon,59.4,2.68,0.9112,4
Green Light Days,Street Handout,133.42,5.55,2.7195,3
Wallet Savers,"Sunday Paper, Radio, TV",79.95,4.44,2.1312,3
Savings Galore,"Sunday Paper, Radio",136.57,5.6,2.464,4
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,4.2,1.89,3
Sales Days,Bulk Mail,116.74,5.55,1.887,3
Save-It Sale,"Daily Paper, Radio, TV",89.37,1.3,0.546,2
Sales Days,Bulk Mail,116.74,8.56,4.1944,4
Big Time Discounts,In-Store Coupon,59.4,4.2,1.554,3
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,3.68,1.3248,4
Price Winners,Cash Register Handout,95.21,5.55,2.109,3
Two for One,"Daily Paper, Radio, TV",57.52,2.01,0.6633,3
One Day Sale,In-Store Coupon,93.07,7.4,3.404,4
Sales Days,Bulk Mail,116.74,3.68,1.6192,4
Tip Top Savings,Bulk Mail,106.66,5.92,2.7824,4
Super Duper Savers,Daily Paper,100.91,1.06,0.3286,2
Sales Days,Bulk Mail,116.74,1.84,0.644,2
Two for One,"Daily Paper, Radio, TV",57.52,7.94,2.5408,2
Savings Galore,"Sunday Paper, Radio",136.57,7.94,3.7318,2
Sales Days,Bulk Mail,116.74,7.14,3.4986,3
Super Savers,"Sunday Paper, Radio",64.99,11.0,4.62,4
Save-It Sale,"Daily Paper, Radio, TV",89.37,5.12,2.048,4
Price Destroyers,"Daily Paper, Radio",62.26,4.44,1.8648,3
Double Down Sale,"Daily Paper, Radio",62.67,5.52,2.7048,2
Dollar Cutters,"Sunday Paper, Radio, TV",135.5,2.4,1.056,4
Super Savers,"Sunday Paper, Radio",64.99,4.2,1.638,3
Big Time Discounts,In-Store Coupon,59.4,7.98,3.5112,3
One Day Sale,In-Store Coupon,93.07,1.8,0.702,3
Go For It,"Daily Paper, Radio, TV",100.55,6.4,2.752,5
